project_type,client_industry,complexity_level,client_tier,estimated_timeline_weeks,team_size,estimated_modules,estimated_features,estimated_hours,quoted_cost,final_    billed_amount
ERP,SaaS,Medium,SMB,23,3,26,91,2139,5834550.0,5583795.0
Data Pipeline,SaaS,High,SMB,25,10,23,182,9250,15237512.0,15918476.0
Mobile App,Healthcare,High,Startup,24,2,38,130,1584,6471333.0,6374512.0
Web App,Manufacturing,Low,Startup,19,7,44,117,4256,6432764.0,5932276.0
ERP,Healthcare,High,Startup,6,10,12,81,2160,6408796.0,5932716.0
AI Solution,Manufacturing,Low,Startup,5,5,32,94,800,4347530.0,4869751.0
ERP,Manufacturing,Medium,SMB,23,14,7,32,13202,20727512.0,18933831.0
Web App,E-commerce,Low,SMB,16,6,34,188,4032,4403796.0,4973418.0
Mobile App,E-commerce,Medium,SMB,9,9,28,86,2673,6287474.0,5741471.0
Mobile App,Healthcare,Medium,SMB,26,7,28,140,6734,16187059.0,17305615.0
Mobile App,Healthcare,High,Enterprise,11,10,10,129,4510,12325014.0,13253371.0
Web App,SaaS,Low,Startup,25,12,43,136,10500,13237066.0,15750865.0
Web App,Education,Medium,Enterprise,26,13,15,118,14872,19749587.0,21491195.0
AI Solution,FinTech,Low,Startup,20,12,35,83,8640,11194356.0,12204257.0
AI Solution,Healthcare,High,Startup,23,14,31,159,13524,21718904.0,24027468.0
Data Pipeline,Education,Medium,Startup,11,10,44,196,4180,5682561.0,5636309.0
ERP,SaaS,Low,SMB,14,13,18,164,6734,7995588.0,7509912.0
Data Pipeline,SaaS,Medium,SMB,8,10,26,191,2960,5838334.0,6176328.0
ERP,Healthcare,Medium,Enterprise,23,14,10,131,12880,21245412.0,24712206.0
Mobile App,Education,Low,SMB,18,11,20,192,7722,7175111.0,7787656.0
AI Solution,Healthcare,Medium,Startup,13,8,27,190,3640,7726714.0,7367054.0
AI Solution,Manufacturing,High,SMB,18,6,12,97,4536,7795952.0,9151473.0
ERP,Healthcare,Medium,Startup,8,2,5,81,528,2649134.0,2871387.0
Data Pipeline,SaaS,Medium,Startup,5,9,21,51,1800,2229076.0,2689828.0
Mobile App,Healthcare,Low,Enterprise,23,10,46,42,7130,16635908.0,15272769.0
Web App,Healthcare,Low,Startup,8,9,36,138,2520,3806633.0,3891855.0
Data Pipeline,Healthcare,Medium,Startup,11,6,23,83,2442,5194347.0,4892095.0
AI Solution,Education,Medium,SMB,19,11,41,170,8778,23958760.0,22227912.0
AI Solution,SaaS,Medium,SMB,5,5,43,120,1075,3081955.0,2818663.0
Web App,Education,Medium,SMB,23,5,17,150,3680,6152855.0,6719552.0
ERP,Manufacturing,High,SMB,14,6,13,96,3444,8781002.0,8354253.0
AI Solution,FinTech,Low,SMB,26,10,9,153,8320,15258028.0,15773646.0
Mobile App,SaaS,Low,Startup,27,5,18,158,4320,6024230.0,5620988.0
Mobile App,E-commerce,Low,SMB,28,13,16,35,12376,14734145.0,15472084.0
Mobile App,Manufacturing,Medium,Enterprise,20,3,6,72,2160,5904329.0,6190165.0
Mobile App,E-commerce,Low,Startup,27,2,11,131,1836,4560290.0,4158465.0
AI Solution,E-commerce,Medium,Enterprise,22,3,25,60,2442,7936133.0,7896368.0
Web App,Education,High,Startup,25,14,33,29,10850,15602011.0,17435717.0
ERP,FinTech,Medium,Startup,10,2,44,48,660,4380002.0,4849150.0
Data Pipeline,Education,Low,Enterprise,29,11,32,90,13079,16184373.0,17210685.0
ERP,Education,Medium,Startup,19,13,14,37,10374,8498323.0,10019780.0
ERP,FinTech,Low,SMB,5,3,37,177,510,2344154.0,2293995.0
Data Pipeline,Healthcare,Medium,Startup,20,5,17,127,3700,6283544.0,7183466.0
ERP,SaaS,Low,Startup,19,12,26,176,8664,9805563.0,9849033.0
Mobile App,Manufacturing,High,SMB,19,13,8,74,10868,19802873.0,18591824.0
Web App,FinTech,Medium,SMB,10,14,48,183,6020,8548813.0,8746459.0
Data Pipeline,E-commerce,High,SMB,21,13,16,139,12012,20434768.0,21495698.0
AI Solution,SaaS,Medium,Enterprise,23,2,43,130,1380,12460643.0,12934409.0
Data Pipeline,SaaS,Medium,SMB,26,7,25,82,7826,10765664.0,10371511.0
Data Pipeline,FinTech,Medium,SMB,14,2,5,185,952,4065037.0,4045262.0
ERP,Manufacturing,Medium,SMB,7,12,27,97,2688,5742577.0,5570498.0
AI Solution,E-commerce,High,Startup,18,5,37,43,3600,8565227.0,8485525.0
Data Pipeline,FinTech,High,Startup,23,9,5,61,8901,15963759.0,17317781.0
AI Solution,E-commerce,Medium,SMB,4,12,42,27,1440,3671014.0,3822389.0
AI Solution,E-commerce,Low,SMB,25,4,25,122,3100,6681560.0,6296831.0
AI Solution,Education,Low,Enterprise,7,9,8,126,2016,7573864.0,8331188.0
Data Pipeline,SaaS,Low,Enterprise,16,2,14,92,960,2842134.0,3452567.0
ERP,Manufacturing,High,SMB,7,3,28,165,798,3429267.0,3747355.0
ERP,Manufacturing,Low,Enterprise,9,4,22,130,1332,4037624.0,4051408.0
Data Pipeline,SaaS,Low,Enterprise,15,6,11,105,3600,6942860.0,6652604.0
Mobile App,E-commerce,Medium,Startup,26,5,10,158,4550,6515898.0,7417190.0
Data Pipeline,Education,Medium,Enterprise,13,6,13,145,2652,7204864.0,8403272.0
Web App,Education,Medium,SMB,10,2,12,179,720,1788311.0,1968045.0
Data Pipeline,Manufacturing,Low,Startup,29,12,6,127,15312,15530104.0,14120359.0
Data Pipeline,Education,Medium,Enterprise,8,7,45,98,2184,4989215.0,4968514.0
Web App,FinTech,Medium,Startup,25,14,35,155,15050,16868405.0,19899273.0
Data Pipeline,E-commerce,Low,SMB,9,4,35,183,1188,2851425.0,2811237.0
AI Solution,SaaS,Medium,Startup,27,10,49,38,9720,17847510.0,18722689.0
Web App,E-commerce,High,Startup,14,7,29,150,4214,6132800.0,7418042.0
ERP,Healthcare,Medium,Startup,7,14,45,92,3528,7419835.0,6918609.0
ERP,E-commerce,High,Startup,17,9,14,50,6732,12014113.0,11107055.0
Web App,Healthcare,Low,Startup,27,7,20,48,6048,8233762.0,8981867.0
ERP,Healthcare,High,Enterprise,9,6,49,198,1674,8516820.0,9189147.0
Data Pipeline,Education,High,Enterprise,14,5,20,118,2450,8221702.0,7542461.0
Mobile App,E-commerce,Medium,Enterprise,29,4,40,66,3944,11715073.0,11821558.0
ERP,FinTech,Low,SMB,22,7,46,39,4928,11100618.0,10733092.0
Web App,Education,Low,Startup,12,11,25,77,4092,4802646.0,4997919.0
Data Pipeline,Manufacturing,Medium,Enterprise,26,10,13,20,8840,18170887.0,20240460.0
ERP,Education,High,Startup,18,12,29,163,7128,9886163.0,12014877.0
Data Pipeline,Healthcare,Medium,Startup,19,14,37,163,8512,13819514.0,17135344.0
Web App,Manufacturing,Medium,SMB,10,2,40,29,600,1725134.0,2140353.0
Web App,Education,High,SMB,5,10,21,52,1800,3036502.0,3749045.0
Web App,SaaS,Low,SMB,9,4,27,161,1224,2058654.0,2370885.0
Mobile App,FinTech,Low,SMB,13,13,28,115,7267,8832160.0,9605255.0
ERP,Education,Low,Startup,11,4,18,53,1936,3503143.0,3548133.0
Data Pipeline,FinTech,Medium,SMB,21,4,40,151,3360,21296585.0,19672676.0
AI Solution,FinTech,Low,Startup,11,6,25,52,1980,5035129.0,4679134.0
Data Pipeline,E-commerce,Medium,Enterprise,16,4,26,174,2304,6275485.0,6301666.0
ERP,FinTech,Medium,Enterprise,14,7,31,154,2940,17157783.0,18974197.0
ERP,Manufacturing,Medium,Startup,21,7,23,69,6321,8974301.0,9125508.0
ERP,Education,High,SMB,20,4,42,96,3040,7615537.0,7909459.0
AI Solution,FinTech,Medium,SMB,17,13,42,103,9282,13483089.0,15091467.0
Mobile App,Education,Medium,SMB,13,9,21,137,3510,4645641.0,5759949.0
Mobile App,SaaS,Medium,Startup,4,9,48,42,1368,2430325.0,2457443.0
Web App,SaaS,Low,SMB,9,13,35,93,4095,4336460.0,4732866.0
Data Pipeline,FinTech,Medium,Startup,21,10,6,27,8190,13285105.0,12349241.0
AI Solution,FinTech,Medium,Startup,23,13,49,27,13156,23502909.0,21598360.0
Web App,Manufacturing,Medium,Enterprise,13,2,33,165,1066,3113839.0,3508139.0
Web App,FinTech,Medium,Startup,20,7,32,27,5460,7249046.0,9039310.0
ERP,E-commerce,Low,Enterprise,20,5,32,133,4400,8448091.0,7829065.0
Web App,Education,Low,Startup,25,5,9,83,4500,4571777.0,5136843.0
ERP,Education,Medium,Startup,12,10,26,89,4320,5352422.0,5916501.0
ERP,E-commerce,High,Enterprise,26,8,48,152,8528,18646635.0,21185454.0
Mobile App,Education,Low,Enterprise,17,14,42,179,8568,9983983.0,11744588.0
Web App,Education,Medium,SMB,17,13,31,165,8619,11800094.0,11152299.0
ERP,FinTech,Low,Startup,20,11,27,63,8800,21594474.0,23279326.0
AI Solution,Education,Low,SMB,5,11,34,198,2145,3223526.0,3185713.0
Mobile App,SaaS,Medium,SMB,24,8,42,188,8064,11657248.0,11532788.0
Mobile App,Healthcare,Medium,SMB,7,11,39,184,2541,5332394.0,5615934.0
Data Pipeline,Education,High,Startup,22,6,18,114,5412,7515594.0,8156055.0
ERP,Education,High,Startup,20,4,43,25,2560,15639644.0,14878889.0
AI Solution,Healthcare,Low,Startup,26,5,48,112,3900,6815732.0,7197424.0
Mobile App,FinTech,Medium,Enterprise,19,3,21,29,2052,5937277.0,6909191.0
Web App,FinTech,High,Enterprise,14,9,29,129,3906,17069428.0,20111607.0
Data Pipeline,E-commerce,Low,Startup,27,4,42,100,3456,5491864.0,5626761.0
Mobile App,E-commerce,Medium,Startup,24,12,38,139,8640,13217097.0,15881743.0
AI Solution,Manufacturing,Medium,SMB,8,5,13,66,1360,3099204.0,3824746.0
Web App,Healthcare,Low,Enterprise,14,11,34,177,4928,14866473.0,15751760.0
Web App,E-commerce,Medium,Startup,29,11,38,27,11484,13863846.0,15806018.0
Mobile App,Healthcare,Medium,SMB,13,5,44,34,2795,5011664.0,5402325.0
Web App,FinTech,Medium,SMB,11,4,23,124,1408,4859927.0,4557072.0
Web App,Manufacturing,High,SMB,23,7,10,26,6923,11058430.0,12636033.0
Mobile App,Healthcare,Low,Enterprise,27,8,13,150,8424,13379676.0,14029453.0
Mobile App,Healthcare,Medium,Startup,12,8,20,173,3072,5715641.0,6646509.0
AI Solution,FinTech,Low,Startup,5,4,41,167,840,2254577.0,2232496.0
ERP,Education,High,Enterprise,27,13,22,64,15444,29396064.0,29010033.0
Web App,E-commerce,Low,Startup,28,3,28,73,3024,4367061.0,4510388.0
Data Pipeline,Education,Medium,Startup,4,6,44,56,768,1967758.0,1817912.0
AI Solution,E-commerce,Medium,Enterprise,15,9,45,150,5805,10099586.0,10445202.0
Web App,Healthcare,Medium,Startup,7,3,23,56,798,3105841.0,2834823.0
Web App,Education,Low,Enterprise,21,8,9,125,5880,8104259.0,9546028.0
Mobile App,Education,High,Startup,29,9,45,64,10962,14069137.0,15872563.0
ERP,SaaS,Medium,SMB,5,12,37,48,2040,3920597.0,4015391.0
Data Pipeline,SaaS,Medium,SMB,27,10,31,175,10530,11825947.0,13771157.0
Data Pipeline,FinTech,Medium,Startup,4,3,8,138,396,1569265.0,1746402.0
Data Pipeline,SaaS,Medium,SMB,8,14,40,121,4704,6046659.0,5712790.0
Web App,E-commerce,Low,Startup,7,11,30,86,2310,3913347.0,4468998.0
AI Solution,Education,Medium,Startup,16,4,46,73,1984,3974190.0,4194628.0
Data Pipeline,SaaS,Low,Startup,4,13,7,173,1820,3516016.0,3464091.0
Mobile App,Healthcare,Low,Startup,15,6,48,143,2790,3801613.0,4742745.0
Data Pipeline,Education,Medium,Enterprise,9,6,26,25,1890,4548446.0,4259930.0
Web App,SaaS,Medium,Startup,10,7,25,25,2940,4272671.0,3921871.0
ERP,Healthcare,Low,SMB,4,4,41,90,512,2540377.0,2496426.0
Data Pipeline,SaaS,Low,Startup,14,7,14,113,2940,4215860.0,4498413.0
Web App,FinTech,High,SMB,16,14,42,186,6944,20149881.0,19324613.0
Mobile App,Healthcare,Medium,SMB,6,6,28,73,1116,3106724.0,3030673.0
Web App,Healthcare,Medium,Enterprise,9,3,32,53,864,5729280.0,5776639.0
AI Solution,E-commerce,Low,SMB,7,3,18,57,798,2361628.0,2296089.0
Data Pipeline,Education,High,SMB,15,13,36,52,7215,11297361.0,11223804.0
AI Solution,Healthcare,Low,Startup,25,4,32,166,4100,5759132.0,6753044.0
AI Solution,Manufacturing,Medium,Enterprise,7,10,16,29,2800,6375311.0,6065476.0
Data Pipeline,Healthcare,High,SMB,13,9,15,173,4797,9129390.0,10795310.0
AI Solution,Education,Medium,Startup,26,2,5,48,1768,3403867.0,4181990.0
AI Solution,Education,Medium,Startup,19,9,40,108,5643,7754291.0,8721280.0
ERP,FinTech,Medium,Startup,23,9,8,39,7866,13833901.0,13510833.0
AI Solution,FinTech,High,Startup,17,12,35,62,7956,17254267.0,15840259.0
Mobile App,FinTech,Medium,SMB,18,9,36,57,6318,12930963.0,12127831.0
Web App,Healthcare,Medium,SMB,21,13,8,62,10920,19439205.0,20194214.0
ERP,Education,Medium,SMB,12,12,6,174,5040,7649926.0,7680634.0
Web App,Manufacturing,High,Enterprise,9,8,40,36,2736,17804497.0,16715828.0
ERP,SaaS,Low,Startup,13,10,46,62,5460,5787698.0,5270079.0
AI Solution,FinTech,Medium,Startup,4,12,15,144,1728,3290131.0,3857354.0
Data Pipeline,Healthcare,Low,SMB,12,10,25,143,4560,5060548.0,6233429.0
ERP,Education,Medium,Enterprise,8,6,10,132,1440,4940908.0,4549965.0
Mobile App,E-commerce,Medium,Enterprise,5,7,11,23,1050,3031468.0,3568818.0
Mobile App,Education,Medium,SMB,13,3,19,116,1326,2731719.0,3210145.0
AI Solution,SaaS,Medium,SMB,25,6,46,101,4500,13033651.0,12720093.0
AI Solution,FinTech,Medium,SMB,20,8,26,54,6880,16232221.0,17957677.0
Web App,E-commerce,Medium,SMB,5,11,9,30,2035,3711619.0,3658179.0
Data Pipeline,Manufacturing,Low,SMB,20,11,38,94,7260,10506990.0,10292914.0
ERP,Education,Low,Startup,13,2,47,131,1040,2173956.0,2372333.0
Web App,Education,High,Startup,29,8,27,77,7888,12580121.0,14073254.0
Data Pipeline,SaaS,Low,SMB,22,13,40,173,8580,10194008.0,11176849.0
AI Solution,Education,High,SMB,12,3,30,148,1188,4070508.0,4505755.0
Data Pipeline,Manufacturing,Low,SMB,27,5,22,100,4860,7953362.0,9651993.0
Data Pipeline,E-commerce,High,SMB,15,5,46,90,2925,6190325.0,7049310.0
ERP,FinTech,Medium,Startup,5,6,37,99,1050,4699177.0,4336893.0
Data Pipeline,Healthcare,Medium,Startup,14,6,45,152,2604,8390622.0,8787189.0
Mobile App,Education,Low,Startup,7,12,13,25,3696,2515848.0,2964318.0
ERP,Manufacturing,High,Startup,7,8,26,193,1848,5065368.0,4776714.0
AI Solution,SaaS,Low,SMB,9,10,36,162,3780,4171358.0,4382899.0
Web App,E-commerce,Medium,SMB,18,7,29,199,3906,6027499.0,7357900.0
Data Pipeline,E-commerce,High,SMB,8,3,13,192,984,3589862.0,3527594.0
ERP,Manufacturing,Low,Startup,10,5,14,109,1900,2945431.0,3152722.0
ERP,Education,Medium,Enterprise,4,3,19,119,408,2509858.0,2446172.0
ERP,Manufacturing,Medium,Startup,6,9,9,47,2322,3741990.0,3840386.0
AI Solution,Manufacturing,Medium,SMB,21,9,10,87,6804,10058560.0,10447220.0
Mobile App,Education,Medium,Startup,23,11,30,67,10120,10584903.0,11884138.0
Data Pipeline,Healthcare,Medium,Startup,20,11,33,86,7480,10408593.0,11686977.0
AI Solution,Manufacturing,Medium,SMB,16,5,24,167,3200,6240872.0,5865866.0
ERP,Healthcare,Medium,SMB,10,7,19,194,2450,5665376.0,6639283.0
Data Pipeline,SaaS,High,SMB,15,12,17,63,6300,11216157.0,13523244.0
Web App,E-commerce,Low,SMB,13,13,11,37,5408,6592827.0,7554914.0
ERP,Manufacturing,Medium,SMB,13,10,27,24,4030,6540536.0,7725085.0
Data Pipeline,SaaS,Medium,Startup,27,10,15,169,8370,11259340.0,11815659.0
Web App,Manufacturing,Medium,Enterprise,25,4,18,149,4200,9025269.0,8819368.0
Web App,Healthcare,Medium,SMB,10,10,26,195,4400,4998104.0,6028981.0
ERP,E-commerce,Low,Startup,20,6,47,55,4080,5978646.0,6535946.0
Data Pipeline,E-commerce,Medium,Startup,4,8,10,169,1024,2119097.0,2454430.0
ERP,E-commerce,Medium,Enterprise,27,2,21,63,1782,7532051.0,7752669.0
Mobile App,E-commerce,High,SMB,16,8,7,95,4096,10535730.0,10329314.0
ERP,Education,Low,Startup,20,11,39,80,9680,8346310.0,7996798.0
AI Solution,FinTech,High,Startup,25,11,29,100,11000,20028819.0,23782288.0
Web App,SaaS,Low,Startup,24,3,12,29,2736,6954882.0,8243373.0
Mobile App,E-commerce,Medium,Startup,5,12,6,149,2340,3362975.0,3764966.0
Web App,Education,Medium,SMB,9,3,38,163,837,2236981.0,2042274.0
Mobile App,Education,Low,Startup,14,12,24,158,7392,4817495.0,5750065.0
ERP,E-commerce,Medium,SMB,28,9,6,114,8820,14192417.0,15056363.0
AI Solution,SaaS,Low,SMB,13,7,34,157,2821,5025323.0,4830017.0
Mobile App,Education,Medium,Enterprise,22,8,8,89,5632,10296337.0,11286578.0
Mobile App,SaaS,High,Startup,25,7,29,117,7175,10269963.0,11715756.0
AI Solution,Manufacturing,High,Enterprise,16,14,17,61,9856,18957445.0,22064003.0
ERP,Manufacturing,Low,SMB,19,11,16,32,7942,9700237.0,10638257.0
AI Solution,Healthcare,Medium,Startup,11,6,38,163,2904,5525721.0,5132394.0
Data Pipeline,FinTech,Medium,SMB,21,13,17,197,10647,20272688.0,18975390.0
AI Solution,FinTech,Medium,SMB,18,12,23,125,7992,13765912.0,14792206.0
Mobile App,E-commerce,Medium,Startup,9,14,13,137,4032,5890782.0,7161398.0
Mobile App,Healthcare,Medium,Startup,13,8,32,165,3952,6535505.0,6565458.0
ERP,FinTech,High,SMB,4,4,12,133,560,3727926.0,4088177.0
Web App,FinTech,Low,Startup,19,13,36,182,10621,17755671.0,16364115.0
ERP,SaaS,Low,Startup,13,5,19,151,2535,5310951.0,5223741.0
Web App,E-commerce,Medium,SMB,12,3,7,136,1476,4773622.0,4631480.0
Web App,Manufacturing,High,Startup,29,9,29,149,9918,38786896.0,43807746.0
Web App,Manufacturing,High,Enterprise,21,9,31,77,7560,14383510.0,16334033.0
ERP,E-commerce,Medium,Enterprise,28,11,19,163,9240,23242726.0,22717180.0
AI Solution,FinTech,Medium,SMB,5,8,30,45,1440,3146514.0,3921821.0
Web App,Education,Medium,SMB,5,2,27,57,340,1245981.0,1332990.0
Mobile App,Healthcare,Medium,Enterprise,6,14,25,95,2772,6168759.0,7595031.0
AI Solution,Manufacturing,Medium,Startup,19,12,39,131,9120,10128176.0,10919626.0
ERP,E-commerce,High,Startup,27,4,42,149,3456,17554483.0,18755082.0
Mobile App,E-commerce,Medium,SMB,8,8,26,87,2752,3617979.0,4327428.0
Web App,SaaS,Medium,Enterprise,10,5,25,69,1850,4272664.0,4525295.0
AI Solution,SaaS,Medium,SMB,10,4,49,93,1440,3431626.0,3478523.0
AI Solution,E-commerce,Low,Enterprise,5,9,49,78,1845,3355011.0,4042913.0
Mobile App,Education,Medium,Enterprise,28,6,32,37,6552,9703551.0,11104869.0
Web App,E-commerce,Low,Startup,20,13,36,63,9620,10986194.0,11342430.0
AI Solution,Healthcare,Medium,Startup,26,8,16,135,6864,12841015.0,12656865.0
Web App,Manufacturing,Medium,SMB,7,8,14,98,1960,2996659.0,3383619.0
Web App,SaaS,Medium,Startup,25,2,12,133,2100,4171467.0,4327650.0
ERP,Manufacturing,Medium,Enterprise,18,2,26,73,1116,5849829.0,5895147.0
Data Pipeline,Manufacturing,Low,SMB,7,4,49,116,840,2266246.0,2331946.0
ERP,FinTech,Medium,SMB,4,14,29,187,2016,5198919.0,4866031.0
Mobile App,E-commerce,Low,SMB,28,14,49,53,15680,16886817.0,17389827.0
ERP,Education,Low,Startup,23,6,5,163,5934,5926131.0,6105755.0
Data Pipeline,FinTech,Low,SMB,8,14,7,56,3584,7532093.0,6973532.0
Mobile App,FinTech,Low,Startup,5,13,21,139,2730,3757315.0,3662396.0
AI Solution,E-commerce,Low,Startup,29,5,46,70,5365,6786219.0,7380283.0
Mobile App,Manufacturing,Low,SMB,6,4,44,176,840,2031328.0,2008207.0
AI Solution,E-commerce,Medium,Enterprise,8,9,34,177,2592,6340444.0,6543425.0
Web App,Healthcare,High,SMB,9,4,42,79,1260,4065915.0,4561870.0
Data Pipeline,Manufacturing,Low,Enterprise,22,5,23,149,4070,8148903.0,8276985.0
Web App,Healthcare,Medium,Startup,21,10,28,93,9240,10822303.0,12280632.0
AI Solution,Healthcare,Low,Startup,9,7,17,195,2646,3724920.0,4084882.0
Mobile App,E-commerce,Medium,SMB,25,7,32,182,7000,17984603.0,20997347.0
Data Pipeline,FinTech,Medium,SMB,29,14,20,153,17458,38464688.0,37814640.0
Web App,SaaS,Medium,Startup,10,2,41,40,600,1718659.0,2038355.0
ERP,E-commerce,Low,Startup,7,11,7,127,2772,3699758.0,3779452.0
Data Pipeline,E-commerce,Low,Enterprise,18,3,41,126,1998,5382339.0,5219330.0
AI Solution,SaaS,Low,SMB,14,3,14,100,1806,3054504.0,3209378.0
Mobile App,Manufacturing,Low,SMB,6,10,38,185,2580,2613438.0,3040922.0
Web App,Healthcare,High,SMB,4,5,8,111,780,2276318.0,2564276.0
Web App,Manufacturing,Medium,SMB,19,9,7,71,7524,9032310.0,9942009.0
ERP,SaaS,Medium,SMB,9,9,16,49,2916,4971307.0,5345362.0
Mobile App,Manufacturing,High,Startup,19,5,9,199,4180,9393134.0,10317459.0
Data Pipeline,FinTech,Medium,SMB,13,14,34,126,5824,11902210.0,12958072.0
Data Pipeline,Manufacturing,Medium,SMB,4,8,29,37,1312,1993098.0,2477791.0
AI Solution,E-commerce,Low,SMB,17,9,10,148,5661,6715822.0,7835466.0
Data Pipeline,Education,Low,SMB,8,2,46,108,704,1399416.0,1619135.0
Mobile App,Education,Medium,Startup,23,10,39,137,10120,9699185.0,10372529.0
AI Solution,FinTech,Medium,Enterprise,8,12,21,24,3360,8586915.0,10199046.0
AI Solution,Education,Low,Startup,7,3,41,61,630,3182809.0,3614363.0
Mobile App,FinTech,Medium,SMB,25,3,20,175,3075,9945347.0,9683697.0
AI Solution,Education,Medium,Startup,20,4,16,28,3200,4894765.0,5306529.0
Web App,Healthcare,Medium,Startup,23,7,16,145,5796,9212556.0,9702459.0
Web App,SaaS,Low,Enterprise,15,11,48,27,5610,7537153.0,8947848.0
AI Solution,SaaS,Medium,SMB,17,13,40,165,8619,9816281.0,10964851.0
Mobile App,FinTech,Medium,Startup,22,8,43,61,5280,13087350.0,14196807.0
AI Solution,Manufacturing,High,SMB,20,9,22,159,6840,13942409.0,13861200.0
Web App,SaaS,Low,SMB,11,11,12,93,3630,5260346.0,5739926.0
ERP,E-commerce,Low,SMB,23,5,44,26,4600,6613835.0,7675984.0
Mobile App,Manufacturing,High,SMB,6,9,32,22,1674,4908531.0,5022304.0
Web App,Education,Medium,Startup,12,4,6,151,1680,3380820.0,4016219.0
ERP,Manufacturing,Low,Startup,4,3,27,150,516,1877088.0,1798598.0
Web App,Manufacturing,Medium,SMB,15,9,20,60,4185,7044215.0,7310588.0
Data Pipeline,Healthcare,Medium,SMB,6,2,29,69,516,2287046.0,2174939.0
ERP,Healthcare,Low,SMB,24,3,8,188,2880,5210625.0,5651153.0
Web App,E-commerce,High,Startup,19,13,49,115,8645,18045021.0,17388144.0
Data Pipeline,FinTech,High,SMB,10,3,35,153,930,4454532.0,4913607.0
Mobile App,Manufacturing,High,SMB,28,11,9,33,11396,17624999.0,21700276.0
AI Solution,FinTech,Medium,Enterprise,7,10,37,20,2310,9796233.0,9619516.0
Web App,Manufacturing,Medium,Startup,21,10,20,162,9030,11613874.0,10758767.0
Web App,Manufacturing,High,Startup,15,14,30,92,7140,11396830.0,13650962.0
ERP,Manufacturing,High,Startup,11,2,22,77,836,4715612.0,5052538.0
AI Solution,FinTech,Medium,SMB,16,11,21,86,7392,10372556.0,12457161.0
Data Pipeline,Healthcare,High,Enterprise,9,8,15,131,2736,9948016.0,9365484.0
Data Pipeline,Manufacturing,Medium,Startup,24,8,20,37,6144,9759917.0,9323609.0
Data Pipeline,E-commerce,Low,Startup,24,3,6,63,2160,4536728.0,4130099.0
Data Pipeline,FinTech,Medium,Enterprise,4,11,29,161,1540,7533054.0,8061680.0
Web App,FinTech,Low,Enterprise,24,5,21,167,4560,10650770.0,10018464.0
ERP,SaaS,Medium,Startup,9,12,33,22,4212,6460734.0,6063426.0
ERP,Education,Low,Enterprise,11,13,17,99,5434,7024627.0,7239298.0
AI Solution,FinTech,Medium,Enterprise,15,11,40,29,5775,16677464.0,16338887.0
Data Pipeline,FinTech,Low,Startup,10,10,7,177,3900,4675317.0,5206346.0
AI Solution,Healthcare,Low,Startup,13,3,43,184,1716,3097420.0,3120754.0
AI Solution,SaaS,Low,SMB,4,4,30,162,608,1647047.0,1760875.0
ERP,Education,Medium,SMB,21,7,34,100,5586,6490702.0,7745594.0
ERP,Education,High,Enterprise,17,7,11,164,4760,10480270.0,12344300.0
Mobile App,SaaS,High,Startup,13,13,23,123,5915,9859238.0,11234842.0
Data Pipeline,FinTech,Medium,SMB,23,6,21,74,5106,12382146.0,15037920.0
Web App,FinTech,Medium,Startup,24,5,16,123,4440,9427346.0,8814957.0
Data Pipeline,Education,Medium,Enterprise,28,4,40,128,3808,8418898.0,9872857.0
Mobile App,Manufacturing,Low,SMB,20,9,18,52,7020,6523713.0,7962371.0
Data Pipeline,E-commerce,Medium,Startup,20,2,8,188,1200,3510541.0,3979275.0
Web App,FinTech,Low,Enterprise,10,3,16,152,1110,8173579.0,8796124.0
Web App,Manufacturing,Low,Startup,15,3,33,149,1575,2480567.0,2634806.0
ERP,FinTech,Medium,Enterprise,20,5,26,29,4200,11122857.0,11011168.0
ERP,Healthcare,High,Startup,22,12,49,102,8448,21460824.0,23279350.0
Data Pipeline,FinTech,Medium,Startup,15,7,31,182,4515,6544968.0,7069748.0
Web App,E-commerce,Low,Startup,14,11,27,49,5852,6228803.0,6306367.0
Web App,Healthcare,High,Startup,13,5,14,70,2275,4980091.0,6025854.0
Data Pipeline,E-commerce,Medium,Enterprise,29,6,5,88,5916,13066885.0,16118289.0
ERP,Education,Medium,SMB,14,5,36,94,2590,4553907.0,4564710.0
AI Solution,FinTech,Medium,Startup,26,2,14,155,2028,10915904.0,10888504.0
ERP,Manufacturing,High,SMB,13,6,15,185,2574,7343208.0,7553393.0
AI Solution,FinTech,Low,SMB,4,5,6,163,660,2730069.0,2524441.0
Mobile App,E-commerce,High,Startup,10,5,48,180,1500,3978882.0,4528893.0
ERP,Education,Low,Startup,22,7,21,122,4928,5469375.0,6397683.0
Web App,Healthcare,Low,Startup,22,8,29,172,7040,6925792.0,7542888.0
Web App,E-commerce,Low,SMB,23,6,27,44,5796,7430550.0,7477605.0
Data Pipeline,SaaS,Medium,Enterprise,4,9,46,96,1224,3814621.0,3818025.0
AI Solution,SaaS,Medium,Startup,20,6,11,30,4920,9413319.0,8608631.0
AI Solution,Education,Medium,SMB,9,12,18,79,3564,6293128.0,6034410.0
ERP,SaaS,Medium,Startup,27,11,34,95,9504,14142270.0,13407822.0
ERP,Education,High,Enterprise,24,11,34,43,9504,20303317.0,23531228.0
Data Pipeline,Healthcare,Low,Startup,29,4,44,159,3944,7314542.0,7100426.0
Web App,SaaS,Medium,SMB,6,10,23,59,1860,3259208.0,3448015.0
